,data_id,file_urls,files,liked,title,watched,dominant_color,palette,genre,year,country,director
1798,66002,['https://a.ltrbxd.com/resized/sm/upload/i0/jp/lu/ze/xyi9L5aEY516T3FSF0eHqsiuJN2-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/i0/jp/lu/ze/xyi9L5aEY516T3FSF0eHqsiuJN2-0-150-0-225-crop.jpg', 'path': 'full/9d66471a3f5694b16cd38a6c01c6af92940b3b3c.jpg', 'checksum': '24f7898ca75acbc7e28c78c7ae194d4c'}]",265.0,Gone,4600.0,"(41, 37, 21)","[(41, 36, 21), (217, 190, 121), (131, 106, 56), (146, 136, 124), (156, 164, 140), (164, 108, 84)]","['drama', 'thriller']",2012,USA,Heitor Dhalia
1800,377211,['https://a.ltrbxd.com/resized/sm/upload/1f/1q/ds/6p/lFGP9COk4X3sBqrkUpbQ78GdnZm-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/1f/1q/ds/6p/lFGP9COk4X3sBqrkUpbQ78GdnZm-0-150-0-225-crop.jpg', 'path': 'full/18a2c21b58972db3cabd90d6f99e950855f325db.jpg', 'checksum': '3ca482aeee1d478dccca29e8ee0de810'}]",1700.0,Dave Chappelle: The Age of Spin,6900.0,"(40, 124, 104)","[(35, 128, 110), (206, 199, 85), (6, 24, 30), (33, 209, 156), (78, 82, 40), (132, 180, 180)]",['comedy'],2017,USA,Stan Lathan
1801,347930,['https://a.ltrbxd.com/resized/sm/upload/7a/4t/dn/bm/qMwuplUU4dg9JBBhgML42T6x0yJ-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/7a/4t/dn/bm/qMwuplUU4dg9JBBhgML42T6x0yJ-0-150-0-225-crop.jpg', 'path': 'full/e44ab14d54f2a54f46d4c033d8de7268bbc7738c.jpg', 'checksum': 'c99c3dc2fab00201704822902f8e67ed'}]",744.0,Tragedy Girls,3000.0,"(41, 11, 26)","[(199, 124, 120), (39, 10, 25), (125, 60, 63), (68, 53, 80), (136, 116, 100), (144, 104, 124)]","['comedy', 'horror']",2017,USA,Tyler MacIntyre
1802,331693,['https://a.ltrbxd.com/resized/film-poster/3/3/1/6/9/3/331693-win-it-all-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/3/3/1/6/9/3/331693-win-it-all-0-150-0-225-crop.jpg', 'path': 'full/e54d684ad5152529e68fc83edce5cd9eaac380a0.jpg', 'checksum': 'ceca4541f4db4fa2f6643d4c5327aa01'}]",808.0,Win It All,4200.0,"(38, 36, 31)","[(188, 100, 34), (228, 217, 197), (38, 36, 30), (186, 172, 148), (92, 92, 72), (100, 44, 4)]",['comedy'],2017,USA,Joe Swanberg
1803,407258,['https://a.ltrbxd.com/resized/film-poster/4/0/7/2/5/8/407258-blade-runner-black-out-2022-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/4/0/7/2/5/8/407258-blade-runner-black-out-2022-0-150-0-225-crop.jpg', 'path': 'full/49b7bc5e8a3da0ef56b781aa7ea979f4caee554f.jpg', 'checksum': '0ca09f2795377490ce97efe4e86bc4a7'}]",1600.0,Blade Runner: Black Out 2022,6100.0,"(27, 31, 36)","[(26, 30, 35), (192, 168, 176), (108, 55, 72), (79, 96, 110), (116, 136, 152), (132, 153, 164)]","['science fiction', 'action', 'animation']",2017,USA,Shinichiro Watanabe
1804,25591,['https://a.ltrbxd.com/resized/sm/upload/yv/j7/jd/gx/filMDJ2Ze7GjsCO2O4Pmwbw9kaO-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/yv/j7/jd/gx/filMDJ2Ze7GjsCO2O4Pmwbw9kaO-0-150-0-225-crop.jpg', 'path': 'full/e05ffb6bde368b260eeada52440588071359a2da.jpg', 'checksum': '12a8919fd63dcd4490e6dad918b46d88'}]",864.0,Cyrus,8200.0,"(221, 212, 204)","[(225, 215, 205), (31, 30, 45), (119, 86, 62), (126, 129, 148), (167, 124, 93), (92, 100, 124)]","['comedy', 'drama', 'romance']",2010,USA,Jay Duplass
1806,21213,['https://a.ltrbxd.com/resized/film-poster/2/1/2/1/3/21213-i-spit-on-your-grave-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/2/1/2/1/3/21213-i-spit-on-your-grave-0-150-0-225-crop.jpg', 'path': 'full/98c401e71ab939c1eb0a5eda2b61915c7ca8c9c3.jpg', 'checksum': '2a5bdc61847c55e9f33bb8a152a32894'}]",652.0,I Spit on Your Grave,8300.0,"(201, 198, 192)","[(26, 19, 18), (210, 210, 205), (100, 58, 52), (122, 100, 84), (151, 129, 117), (123, 114, 107)]","['thriller', 'crime', 'horror']",2010,USA,Steven R. Monroe
1808,253343,['https://a.ltrbxd.com/resized/sm/upload/id/hh/2l/a3/p9qJTbNoDsO1GC63sDYd9yuTGgC-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/id/hh/2l/a3/p9qJTbNoDsO1GC63sDYd9yuTGgC-0-150-0-225-crop.jpg', 'path': 'full/eb91400710d7d77c85f1699403fea5c229806677.jpg', 'checksum': '59aff59c3286598d6ab4a2b4b0d4cd7a'}]",1200.0,Wiener-Dog,7600.0,"(147, 210, 164)","[(147, 210, 164), (146, 76, 42), (224, 238, 219), (112, 108, 88), (76, 140, 100), (196, 246, 217)]",['comedy'],2016,USA,Todd Solondz
1809,54421,['https://a.ltrbxd.com/resized/sm/upload/mw/cb/v8/cn/3WPzFYUtGjEydZfPgjt6mlnI22B-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/mw/cb/v8/cn/3WPzFYUtGjEydZfPgjt6mlnI22B-0-150-0-225-crop.jpg', 'path': 'full/0b3e33f9b08f9fb39faf926ab6f1f9dbd93c99df.jpg', 'checksum': 'a36ade1a24922265982144f362f54f9d'}]",855.0,Tabloid,4900.0,"(128, 120, 101)","[(133, 125, 105), (227, 216, 186), (216, 140, 100), (60, 53, 42), (74, 68, 56), (188, 180, 164)]",['documentary'],2010,USA,Errol Morris
1810,25871,['https://a.ltrbxd.com/resized/film-poster/2/5/8/7/1/25871-gulliver-s-travels-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/2/5/8/7/1/25871-gulliver-s-travels-0-150-0-225-crop.jpg', 'path': 'full/085824974d0d342d3e12e16800ef95658fa7ecbd.jpg', 'checksum': '675fa76d3062efa549ca04fdf7caef86'}]",361.0,Gulliver's Travels,13000.0,"(187, 163, 142)","[(194, 169, 148), (41, 40, 43), (176, 34, 31), (112, 92, 61), (120, 106, 91), (233, 221, 212)]",['comedy'],2010,USA,Rob Letterman
1811,26499,['https://a.ltrbxd.com/resized/sm/upload/k4/w2/os/0t/gbwJPEQZTSjjBAlv8DofNZVWiO-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/k4/w2/os/0t/gbwJPEQZTSjjBAlv8DofNZVWiO-0-150-0-225-crop.jpg', 'path': 'full/5166b5c372c0d8ac514216f6bd2e58fb7c76740e.jpg', 'checksum': '08d85e5be8393d867d4c909682cd09b6'}]",439.0,You Will Meet a Tall Dark Stranger,7100.0,"(6, 15, 24)","[(240, 240, 188), (4, 13, 23), (95, 92, 50), (7, 57, 118), (114, 140, 126), (132, 116, 60)]","['comedy', 'drama', 'romance']",2010,USA,Woody Allen
1812,19062,['https://a.ltrbxd.com/resized/film-poster/1/9/0/6/2/19062-don-t-be-afraid-of-the-dark-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/1/9/0/6/2/19062-don-t-be-afraid-of-the-dark-0-150-0-225-crop.jpg', 'path': 'full/57d5c2a0332b35ce7bf56edc0fe2dd6ba96a9669.jpg', 'checksum': 'e97ca0fc20a83938ac6a64cec6490784'}]",503.0,Don't Be Afraid of the Dark,6800.0,"(45, 8, 11)","[(195, 44, 38), (30, 5, 8), (124, 21, 24), (238, 141, 85), (84, 19, 36), (148, 92, 52)]","['thriller', 'fantasy', 'horror']",2010,USA,Troy Nixey
1813,13850,['https://a.ltrbxd.com/resized/film-poster/1/3/8/5/0/13850-stake-land-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/1/3/8/5/0/13850-stake-land-0-150-0-225-crop.jpg', 'path': 'full/d71f828167bfbb9e87656bf2461355b184fd58c1.jpg', 'checksum': 'b89cbcb033ed69e02826392b3c570930'}]",1000.0,Stake Land,6000.0,"(61, 52, 41)","[(49, 35, 26), (218, 213, 200), (160, 167, 151), (135, 67, 57), (106, 116, 96), (176, 148, 148)]","['horror', 'science fiction', 'drama']",2010,USA,Jim Mickle
1816,26722,['https://a.ltrbxd.com/resized/film-poster/2/6/7/2/2/26722-sex-and-the-city-2-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/2/6/7/2/2/26722-sex-and-the-city-2-0-150-0-225-crop.jpg', 'path': 'full/cbd20412da2eb7c6e0c7a88d0b2cdb6021a8d23b.jpg', 'checksum': '5ad740afb1797b96206c76f6769e64b7'}]",526.0,Sex and the City 2,11000.0,"(228, 211, 199)","[(227, 222, 223), (70, 54, 52), (194, 130, 71), (234, 178, 129), (153, 69, 43), (178, 139, 124)]","['comedy', 'drama', 'romance']",2010,USA,Michael Patrick King
1817,44254,['https://a.ltrbxd.com/resized/film-poster/4/4/2/5/4/44254-the-secret-life-of-bees-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/4/4/2/5/4/44254-the-secret-life-of-bees-0-150-0-225-crop.jpg', 'path': 'full/7da0e7944d4e4687b089685c1ca8e35ad8e2e0ff.jpg', 'checksum': 'ab7f31ae4c41490d2e7ec77088b52829'}]",508.0,The Secret Life of Bees,3600.0,"(245, 196, 61)","[(244, 194, 55), (53, 18, 7), (170, 66, 18), (211, 120, 40), (240, 216, 180), (239, 205, 124)]",['adventure'],2008,USA,Gina Prince-Bythewood
1819,9298,['https://a.ltrbxd.com/resized/film-poster/9/2/9/8/9298-cropsey-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/9/2/9/8/9298-cropsey-0-150-0-225-crop.jpg', 'path': 'full/9a621b1254bae3dd8859a0ec72bdfeb5fd7d0126.jpg', 'checksum': '56d5d95a257324fda1603824e0b99924'}]",611.0,Cropsey,5800.0,"(65, 52, 60)","[(62, 46, 54), (146, 182, 212), (113, 151, 193), (203, 211, 217), (138, 114, 120), (96, 114, 141)]","['mystery', 'crime', 'documentary', 'horror']",2010,USA,Joshua Zeman
1820,22406,['https://a.ltrbxd.com/resized/film-poster/2/2/4/0/6/22406-skyline-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/2/2/4/0/6/22406-skyline-0-150-0-225-crop.jpg', 'path': 'full/cb135a7b517d2cc1ae2cf3214b3d47c685d48aea.jpg', 'checksum': 'ca544def679fefc2920ebdf249b103d0'}]",233.0,Skyline,8200.0,"(14, 30, 50)","[(14, 29, 49), (179, 213, 226), (100, 184, 211), (81, 151, 190), (62, 113, 152), (75, 103, 120)]",['science fiction'],2010,USA,Colin Strause
1821,25360,['https://a.ltrbxd.com/resized/sm/upload/fn/8q/2h/mx/870h3Ja0XlPGYmvNMrUD260RwbJ-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/fn/8q/2h/mx/870h3Ja0XlPGYmvNMrUD260RwbJ-0-150-0-225-crop.jpg', 'path': 'full/d74d0c61a1042776ad9de5132ecaedc17ad2ba34.jpg', 'checksum': '57fd804132fb0b6dc4c4e3577311960c'}]",982.0,Restrepo,5600.0,"(34, 27, 23)","[(218, 218, 217), (24, 18, 15), (150, 152, 150), (111, 102, 86), (132, 132, 132), (164, 116, 36)]","['documentary', 'war']",2010,USA,Tim Hetherington
1824,46463,['https://a.ltrbxd.com/resized/film-poster/4/6/4/6/3/46463-the-sisterhood-of-the-traveling-pants-2-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/4/6/4/6/3/46463-the-sisterhood-of-the-traveling-pants-2-0-150-0-225-crop.jpg', 'path': 'full/dde775d7c538634b73242c6e07611eed888b6449.jpg', 'checksum': 'f933febd68442895e44d16e5dfdc86a1'}]",324.0,The Sisterhood of the Traveling Pants 2,5300.0,"(195, 200, 205)","[(199, 206, 211), (53, 77, 94), (172, 108, 83), (147, 66, 46), (118, 165, 194), (178, 131, 117)]","['adventure', 'drama', 'comedy', 'family']",2008,USA,Sanaa Hamri
1826,38954,['https://a.ltrbxd.com/resized/film-poster/3/8/9/5/4/38954-sita-sings-the-blues-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/3/8/9/5/4/38954-sita-sings-the-blues-0-150-0-225-crop.jpg', 'path': 'full/5db4f47ca3f35a3acd5f03d8a3779121d3125083.jpg', 'checksum': '57e8493b013491fb07708313023b2136'}]",363.0,Sita Sings the Blues,1600.0,"(218, 128, 15)","[(226, 131, 16), (48, 17, 6), (128, 79, 13), (160, 45, 35), (247, 219, 117), (162, 157, 152)]","['romance', 'music', 'animation', 'drama']",2008,USA,Nina Paley
1827,44242,['https://a.ltrbxd.com/resized/film-poster/4/4/2/4/2/44242-futurama-the-beast-with-a-billion-backs-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/4/4/2/4/2/44242-futurama-the-beast-with-a-billion-backs-0-150-0-225-crop.jpg', 'path': 'full/4b76e274d665fd8ed933e2257eb8b68af4326875.jpg', 'checksum': '8473ec2b88cb1104ce128bbccb962b4d'}]",585.0,Futurama: The Beast with a Billion Backs,5300.0,"(21, 22, 20)","[(134, 52, 43), (230, 220, 150), (19, 17, 16), (188, 142, 173), (223, 111, 40), (51, 156, 104)]","['animation', 'comedy', 'science fiction', 'fantasy']",2008,USA,Peter Avanzino
1828,44420,['https://a.ltrbxd.com/resized/film-poster/4/4/4/2/0/44420-hamlet-2-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/4/4/4/2/0/44420-hamlet-2-0-150-0-225-crop.jpg', 'path': 'full/9b3544dc5ef7b555cbaf58b7baa33cc49f6628f1.jpg', 'checksum': 'b73f65571f45c485ee70c852d12ed3a1'}]",417.0,Hamlet 2,3500.0,"(115, 71, 49)","[(108, 63, 42), (208, 182, 150), (29, 9, 7), (166, 129, 95), (177, 166, 137), (156, 152, 156)]","['comedy', 'music']",2008,USA,Andrew Fleming
1829,46181,['https://a.ltrbxd.com/resized/film-poster/4/6/1/8/1/46181-nim-s-island-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/4/6/1/8/1/46181-nim-s-island-0-150-0-225-crop.jpg', 'path': 'full/e25df40d0bb9d01f476ea5a07ebf09c415f57bab.jpg', 'checksum': 'c3b7bd0a3c3cb465b61c155d787c668e'}]",262.0,Nim's Island,5500.0,"(204, 211, 191)","[(207, 213, 192), (93, 62, 32), (185, 134, 52), (196, 164, 95), (87, 120, 115), (116, 136, 128)]","['comedy', 'adventure', 'family', 'fantasy']",2008,USA,Jennifer Flackett
1830,44097,['https://a.ltrbxd.com/resized/film-poster/4/4/0/9/7/44097-pride-and-glory-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/4/4/0/9/7/44097-pride-and-glory-0-150-0-225-crop.jpg', 'path': 'full/5a1483f3e700e03074828bfaa6d5b57916b63747.jpg', 'checksum': 'bd36e5aab71ee5bae237023940f83a24'}]",218.0,Pride and Glory,3700.0,"(202, 211, 216)","[(8, 10, 14), (201, 211, 216), (111, 145, 163), (68, 85, 98), (83, 121, 145), (132, 132, 136)]","['crime', 'drama', 'thriller']",2008,USA,Gavin O'Connor
1833,44027,['https://a.ltrbxd.com/resized/film-poster/4/4/0/2/7/44027-futurama-bender-s-game-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/4/4/0/2/7/44027-futurama-bender-s-game-0-150-0-225-crop.jpg', 'path': 'full/96b2bf8ca1beafef1e6362f1a4bc3e189fa4a90e.jpg', 'checksum': 'a505b7fb770c9d7b702e052669697ae8'}]",535.0,Futurama: Bender's Game,4900.0,"(42, 35, 50)","[(213, 181, 116), (37, 28, 48), (137, 96, 56), (84, 86, 179), (147, 168, 120), (88, 105, 67)]","['comedy', 'science fiction', 'animation']",2008,USA,Dwayne Carey-Hill
1835,6531,['https://a.ltrbxd.com/resized/sm/upload/ij/js/r0/i2/sfJpyVioSAUTQgHk86WJja2bxM4-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/ij/js/r0/i2/sfJpyVioSAUTQgHk86WJja2bxM4-0-150-0-225-crop.jpg', 'path': 'full/0d35ecfaf2c8fa7b1a60bde7e95a31f33f8fcf63.jpg', 'checksum': 'd51a2885b166f4037c653a730001dfaa'}]",137.0,Shutter,3700.0,"(39, 15, 9)","[(39, 14, 8), (198, 187, 158), (120, 98, 63), (140, 148, 119), (87, 79, 49), (137, 129, 116)]","['mystery', 'thriller', 'horror']",2008,USA,Masayuki Ochiai
1836,38950,['https://a.ltrbxd.com/resized/film-poster/3/8/9/5/0/38950-jonah-hex-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/3/8/9/5/0/38950-jonah-hex-0-150-0-225-crop.jpg', 'path': 'full/d4cc4e2a1aa52e65015323716cc1d7a5e81bac2b.jpg', 'checksum': '814b164602b2b4de89b1426e165b7488'}]",222.0,Jonah Hex,8400.0,"(199, 188, 179)","[(18, 28, 33), (208, 209, 203), (108, 167, 179), (105, 77, 70), (67, 128, 148), (193, 73, 40)]","['drama', 'action', 'fantasy', 'western', 'thriller']",2010,USA,Jimmy Hayward
1837,48670,['https://a.ltrbxd.com/resized/film-poster/4/8/6/7/0/48670-baghead-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/4/8/6/7/0/48670-baghead-0-150-0-225-crop.jpg', 'path': 'full/453c10b4b7f364f0aa08f7bea12630199bd4a350.jpg', 'checksum': '831e1f857eb27687ed87343f478780e3'}]",268.0,Baghead,2000.0,"(202, 195, 185)","[(99, 57, 28), (219, 207, 187), (96, 120, 175), (134, 160, 205), (178, 142, 113), (77, 90, 142)]","['drama', 'horror', 'comedy']",2008,USA,Jay Duplass
1841,392598,['https://a.ltrbxd.com/resized/film-poster/3/9/2/5/9/8/392598-olaf-s-frozen-adventure-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/3/9/2/5/9/8/392598-olaf-s-frozen-adventure-0-150-0-225-crop.jpg', 'path': 'full/266c0a5492896d22e752d029d167d29e30bc2e9a.jpg', 'checksum': '0ca057e6ba9414c54f4f94b24e656500'}]",436.0,Olaf's Frozen Adventure,5600.0,"(85, 141, 191)","[(82, 139, 192), (204, 202, 203), (78, 86, 94), (142, 173, 196), (42, 53, 69), (138, 207, 238)]","['music', 'family', 'animation', 'comedy', 'fantasy', 'adventure']",2017,USA,Kevin Deters
1843,351534,['https://a.ltrbxd.com/resized/film-poster/3/5/1/5/3/4/351534-chips-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/3/5/1/5/3/4/351534-chips-0-150-0-225-crop.jpg', 'path': 'full/5a0c928106b16c030ef3af3eb69327f5efc402f6.jpg', 'checksum': '1b2fc5d0d8ffbe9c7b58ef48f7f467b0'}]",477.0,CHiPS,4800.0,"(223, 223, 194)","[(229, 225, 193), (44, 68, 91), (125, 78, 40), (160, 120, 57), (177, 149, 103), (135, 184, 192)]","['comedy', 'action', 'crime']",2017,USA,Dax Shepard
1846,146049,['https://a.ltrbxd.com/resized/film-poster/1/4/6/0/4/9/146049-homefront-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/1/4/6/0/4/9/146049-homefront-0-150-0-225-crop.jpg', 'path': 'full/b6b556cfc2ceb90a15c9ac31a161ab35017a925f.jpg', 'checksum': 'b0beb4afb8ab72d7a8ffad098f4759c5'}]",856.0,Homefront,9200.0,"(25, 19, 20)","[(218, 211, 198), (120, 61, 48), (25, 19, 21), (153, 102, 76), (117, 124, 119), (68, 100, 108)]","['thriller', 'action']",2013,USA,Gary Fleder
1847,86802,['https://a.ltrbxd.com/resized/sm/upload/qz/6o/16/iv/wNN7MnoQn1nB1Kt8ybehJ1HCxJe-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/qz/6o/16/iv/wNN7MnoQn1nB1Kt8ybehJ1HCxJe-0-150-0-225-crop.jpg', 'path': 'full/9a46dda1f2929f062f6413b11e14a9a1c925abd8.jpg', 'checksum': '4559c30481adb32957b22485edb61eb1'}]",694.0,21 & Over,11000.0,"(7, 6, 6)","[(200, 172, 139), (7, 6, 6), (92, 55, 43), (103, 171, 171), (74, 103, 155), (55, 71, 75)]",['comedy'],2013,USA,Scott Moore
1848,64415,['https://a.ltrbxd.com/resized/sm/upload/m2/u8/d1/xa/j7wodQov4mcBrR0OvnBBL2437HI-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/m2/u8/d1/xa/j7wodQov4mcBrR0OvnBBL2437HI-0-150-0-225-crop.jpg', 'path': 'full/10831b259439fbf334f6d21cd1df688ca4091ce7.jpg', 'checksum': '41f605a58cf45e2854fec797c06f4b9b'}]",768.0,Turbo,11000.0,"(209, 161, 148)","[(211, 164, 150), (24, 27, 55), (110, 178, 215), (67, 119, 188), (46, 75, 142), (120, 61, 61)]","['family', 'animation']",2013,USA,David Soren
1849,90161,['https://a.ltrbxd.com/resized/sm/upload/dl/r7/4a/s2/hzXurvrzM4T741O36Fv4mZ7Zkxo-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/dl/r7/4a/s2/hzXurvrzM4T741O36Fv4mZ7Zkxo-0-150-0-225-crop.jpg', 'path': 'full/87eb35aa83f373f40bb0b3e779c68edbf786fdd8.jpg', 'checksum': '6cb3553e6801bddabd9a1a1d7d913958'}]",1000.0,Safe Haven,10000.0,"(46, 50, 42)","[(216, 201, 181), (40, 39, 30), (159, 195, 208), (152, 114, 77), (109, 151, 169), (83, 120, 121)]",['romance'],2013,USA,Lasse Hallström
1850,101153,['https://a.ltrbxd.com/resized/film-poster/1/0/1/1/5/3/101153-labor-day-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/1/0/1/1/5/3/101153-labor-day-0-150-0-225-crop.jpg', 'path': 'full/cf937e1e70ca2c3d2665ccdbb774f2502a86026a.jpg', 'checksum': 'fc35a0d70d45d91545d1d24ef873916b'}]",760.0,Labor Day,6600.0,"(33, 28, 24)","[(198, 195, 179), (31, 26, 23), (116, 103, 89), (135, 160, 140), (82, 95, 84), (130, 138, 150)]",['drama'],2013,USA,Jason Reitman
1854,135819,['https://a.ltrbxd.com/resized/sm/upload/dy/nl/wv/m8/bPmDSBoBtmS9yHfTlHbAVDU8mHp-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/dy/nl/wv/m8/bPmDSBoBtmS9yHfTlHbAVDU8mHp-0-150-0-225-crop.jpg', 'path': 'full/8bcdaec0450ca195af48be57c80a06826e838a91.jpg', 'checksum': 'beb53831ee1a0852b90831ca10076fc8'}]",1000.0,Entourage,9900.0,"(61, 78, 75)","[(217, 214, 181), (55, 70, 68), (144, 154, 134), (167, 182, 162), (101, 139, 129), (169, 168, 174)]",['comedy'],2015,USA,Doug Ellin
1859,264420,['https://a.ltrbxd.com/resized/film-poster/2/6/4/4/2/0/264420-circle-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/2/6/4/4/2/0/264420-circle-0-150-0-225-crop.jpg', 'path': 'full/7d5844021eb5fcb1cb01c87bb5b822fedb310597.jpg', 'checksum': 'd024248b36dfc8b215ac9aa9a1452481'}]",1200.0,Circle,10000.0,"(6, 5, 5)","[(5, 5, 5), (167, 42, 49), (89, 21, 28), (43, 12, 16), (110, 52, 68), (44, 68, 60)]","['science fiction', 'horror']",2015,USA,Aaron Hann
1863,245254,['https://a.ltrbxd.com/resized/film-poster/2/4/5/2/5/4/245254-what-happened-miss-simone--0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/2/4/5/2/5/4/245254-what-happened-miss-simone--0-150-0-225-crop.jpg', 'path': 'full/5fd607f87030c56f0d3e5129a1a1d4509350414b.jpg', 'checksum': 'de42178230125e5404b154ccce3bef54'}]",1700.0,"What Happened, Miss Simone?",8100.0,"(33, 35, 27)","[(224, 221, 201), (23, 26, 22), (152, 171, 153), (114, 116, 77), (101, 131, 138), (188, 132, 28)]","['music', 'documentary']",2015,USA,Liz Garbus
1864,390376,['https://a.ltrbxd.com/resized/film-poster/3/9/0/3/7/6/390376-tour-de-pharmacy-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/3/9/0/3/7/6/390376-tour-de-pharmacy-0-150-0-225-crop.jpg', 'path': 'full/9ffe217402ce3b31226983cd0cea191509384468.jpg', 'checksum': 'cc84d24a25f183e6df37dbf29367b84e'}]",983.0,Tour de Pharmacy,4500.0,"(242, 240, 229)","[(10, 28, 150), (243, 241, 229), (132, 67, 55), (184, 154, 86), (137, 144, 157), (44, 158, 89)]","['tv movie', 'comedy']",2017,USA,Jake Szymanski
1865,197624,['https://a.ltrbxd.com/resized/film-poster/1/9/7/6/2/4/197624-scouts-guide-to-the-zombie-apocalypse-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/1/9/7/6/2/4/197624-scouts-guide-to-the-zombie-apocalypse-0-150-0-225-crop.jpg', 'path': 'full/803cf6a5fc6fd3099897d64befbd65543d23f6a1.jpg', 'checksum': '4a20ba9f7b7c6741cc8a86e811ac81e6'}]",1300.0,Scouts Guide to the Zombie Apocalypse,8600.0,"(106, 82, 93)","[(108, 96, 113), (202, 149, 136), (21, 26, 50), (102, 35, 20), (156, 174, 172), (127, 129, 189)]","['comedy', 'horror']",2015,USA,Christopher B. Landon
1866,160227,['https://a.ltrbxd.com/resized/film-poster/1/6/0/2/2/7/160227-project-almanac-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/1/6/0/2/2/7/160227-project-almanac-0-150-0-225-crop.jpg', 'path': 'full/a56adf96643b5cc9fd43f84cd957d9647683cfea.jpg', 'checksum': '95de061c991a1179b38657c63588ef90'}]",1100.0,Project Almanac,9600.0,"(142, 153, 158)","[(139, 151, 157), (46, 62, 72), (230, 231, 223), (79, 78, 80), (196, 217, 218), (96, 93, 84)]","['science fiction', 'thriller']",2015,USA,Dean Israelite
1867,198970,['https://a.ltrbxd.com/resized/film-poster/1/9/8/9/7/0/198970-the-last-witch-hunter-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/1/9/8/9/7/0/198970-the-last-witch-hunter-0-150-0-225-crop.jpg', 'path': 'full/79534908de22816bbcc5ee172ed3c7ba0e9e333d.jpg', 'checksum': 'ab23450e3cece7618421aac24dfadc13'}]",868.0,The Last Witch Hunter,9800.0,"(32, 39, 43)","[(30, 37, 41), (177, 173, 167), (105, 112, 115), (81, 94, 98), (137, 149, 150), (129, 140, 148)]","['adventure', 'fantasy', 'action']",2015,USA,Breck Eisner
